,Unnamed: 0,Worker ID,Problem,Answer,Confidence,Subjective Difficulty,Psolve,820,435,700,530,220,other,Class,group_number,psma,chisqr,bs,EAMA,EAAA,ec,arrogance,cad,cadg,55,41,50,34,33,1 mile,2 miles,3 miles,4 miles,5 miles,6 miles,7 miles,8 miles,9 miles,10 miles,11 miles,12 miles,50Kg,75Kg,98Kg,99Kg,80,90,100,200,300,400,500,12.5,37.5,62.5,87.5,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,28,29,30,31,32,"BFRP, AUIE, GNDC","BFGP, AUIE, RNDC","AERP, BGCD, FUIN","CNRP, AGDS, EIOT","BNPR, ACDF, EIUG","ANPR, BCDF, EIUG",1,2,3,4,8,10,16,60,ABC,ACB,BCA,BAC,CAB,CBA,box1,box2,box3,box4,box5,box6,MM1,MM2,MM3,MM4,MM5,a1,a2,a3,a4,Less than 7 moves,7 moves,8 moves,9 moves,10 moves,More than 10 moves,Less than 13 moves,13 moves,14 moves,15 moves,16 moves,More than 16 moves,Less than 17 moves,17 moves,18 moves,19 moves,20 moves,More than 20 moves,Picture A,Picture B,Picture C,Picture D,Picture E,Picture F,cluster,pred,probas
560,80,A1SIUJEL2LS8UO,Coin,50,1.0,0.1,0.5,,,,,,,0,18,0.5,0.1594354994185215,0.011438484816863196,-0.14864864864864866,0.08610038610038609,0.22162162162162166,0.16363636363636366,0.3297297297297298,0.3615384615384615,,,0.5,,0.2,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.05,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5664710133949051
561,81,A15GLNTVDPCXUQ,Coin,33,1.0,0.1,1.0,,,,,,,0,18,1.0,0.6818181818181817,0.12188250026087866,-0.8108108108108107,0.23166023166023164,0.8108108108108107,0.09,0.3297297297297298,0.2857142857142857,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.19062210168514562
562,82,AJXIC6Q5EM76P,Coin,87.5,1.0,0.6,0.3,,,,,,,1,18,0.35,0.1767496268928362,0.009585202963581342,-0.10675675675675672,0.0776061776061776,0.2256756756756757,0.21686746987951805,0.3297297297297298,0.2777777777777778,,,0.35,,0.0,,,,,,,,,,,,,,,,,,,0.1,,,,,0.0,0.0,0.2,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.6984468779720836
563,83,A2YCMT5BPA0AG9,Coin,87.5,0.5,0.8,0.5,,,,,,,1,18,0.4,0.21271974194763651,0.014990608368986746,-0.15675675675675674,0.10617760617760616,0.2756756756756757,0.08695652173913045,-0.1702702702702702,-0.2222222222222222,,,0.25,,0.0,,,,,,,,,,,,,,,,,,,0.1,,,,,0.0,0.0,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.3990086484509633
564,84,2054606,Coin,87.5,0.7,0.2,0.2,,,,,,,1,18,0.2,0.08888347511446662,0.005820724199102578,0.04324324324324325,0.05482625482625485,0.07567567567567572,0.2142857142857143,0.029729729729729763,-0.022222222222222254,,,0.35,,0.05,,,,,,,,,,,,,,,,,,,0.05,,,,,0.05,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.6453922927207862
565,85,A09354962P34U7ILOPYKP,Coin,50,0.5,0.5,0.5,,,,,,,0,18,0.5,0.2624422541948315,0.01738443076280914,-0.14864864864864866,0.10926640926640928,0.22162162162162166,0.07272727272727274,-0.1702702702702702,-0.13846153846153852,,,0.5,,0.25,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.2,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2891329859568832
566,86,AV3CA0IYNRCCJ,Coin,33,0.5,0.3,0.8,,,,,,,0,18,0.75,0.649061238813827,0.07989408327246164,-0.5608108108108107,0.22393822393822396,0.5608108108108107,0.05161290322580645,-0.1702702702702702,-0.2142857142857143,,,0.0,,0.75,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2034091737625246
567,87,AIH3QEU3564PA,Coin,87.5,0.9,0.7,0.45,,,,,,,1,18,0.25,0.18244539051329792,0.01879369717207555,-0.006756756756756743,0.09305019305019303,0.12567567567567572,0.24615384615384614,0.22972972972972985,0.1777777777777778,,,0.1,,0.15,,,,,,,,,,,,,,,,,,,0.05,,,,,0.3,0.1,0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.6411851248735191
568,88,A1MJHGH55K3O0,Coin,50,0.9,0.2,0.8,,,,,,,0,18,0.8,0.2527483458470391,0.037905666284044674,-0.4486486486486487,0.13474903474903474,0.5216216216216216,0.09756097560975613,0.22972972972972985,0.2615384615384615,,,0.8,,0.05,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.27569410839006353
569,89,AFDC9A6Z60W2Z,Coin,87.5,1.0,0.2,0.6,,,,,,,1,18,0.6,0.2392457116107683,0.032249295627674,-0.3567567567567567,0.12046332046332045,0.4756756756756757,0.14062500000000006,0.3297297297297298,0.2777777777777778,,,0.05,,0.15,,,,,,,,,,,,,,,,,,,0.0,,,,,0.1,0.0,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.565074937849926
570,90,AMZV70TID53WY,Coin,62.5,0.6,0.5,0.55,,,,,,,0,18,0.35,0.3952127310164509,0.03286705624543463,-0.2689189189189189,0.15675675675675674,0.2108108108108108,0.12048192771084335,-0.07027027027027022,0.16666666666666669,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.25,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.06736757337948798
571,91,A1UCB0D27PY623,Coin,87.5,0.5,0.5,0.35,,,,,,,1,18,0.25,0.29006035867685764,0.018600646979025363,-0.006756756756756743,0.1138996138996139,0.12567567567567572,0.12307692307692307,-0.1702702702702702,-0.2222222222222222,,,0.25,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.4201560470368138
572,92,A3RLCGRXA34GC0,Coin,50,0.9,0.8,0.2,,,,,,,0,18,0.2,0.18146163810958651,0.016148909527287904,0.15135135135135136,0.10733590733590737,-0.07837837837837835,0.2857142857142857,0.22972972972972985,0.2615384615384615,,,0.2,,0.25,,,,,,,,,,,,,,,,,,,0.15,,,,,0.25,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5154489480139881
573,93,A2541C8MY0BYV3,Coin,50,0.9,0.2,0.8,,,,,,,0,18,0.8,0.27989633909672723,0.0398361682145466,-0.4486486486486487,0.13474903474903474,0.5216216216216216,0.09756097560975613,0.22972972972972985,0.2615384615384615,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2605184178142624
574,94,AZNIEFUIVB2H0,Coin,50,0.1,0.5,0.5,,,,,,,0,18,0.5,0.09551932045913752,0.009179797558175936,-0.14864864864864866,0.06525096525096526,0.22162162162162166,0.0,-0.5702702702702702,-0.5384615384615385,,,0.5,,0.25,,,,,,,,,,,,,,,,,,,0.05,,,,,0.05,0.0,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.19485228666674623
575,95,A2MBONFYCEPP8K,Coin,33,0.7,0.4,0.45,,,,,,,0,18,0.25,0.2225450307792044,0.01763539601377439,-0.0608108108108108,0.1138996138996139,0.0608108108108108,0.1846153846153846,0.029729729729729763,-0.014285714285714348,,,0.2,,0.25,,,,,,,,,,,,,,,,,,,0.0,,,,,0.1,0.25,0.15,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2770891498548132
576,96,A23KAJRDVCVGOE,Coin,100,0.2,1.0,0.05,,,,,,,0,18,0.15,0.24026323789485365,0.02999060836898675,-0.09594594594594594,0.13590733590733592,0.07567567567567568,0.042553191489361715,-0.4702702702702702,-0.4,,,0.1,,0.5,,,,,,,,,,,,,,,,,,,0.15,,,,,0.1,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.13920729887697236
577,0,A2CHKF2A6F4MIX,CR_Conf,1000 seconds,0.5,,0.6,,,,,,,0,19,0.6,0.6533333333333334,0.0608888888888889,-0.5333333333333333,0.18,0.43333333333333335,0.06250000000000001,-0.07666666666666666,0.04999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.6,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.12261349923739136
578,1,A2CJNNTLFULCTH,CR_Conf,Infinity,0.7,,0.5,,,,,,,0,19,0.5,0.6189285714285715,0.060888888888888874,-0.3,0.20000000000000004,0.19000000000000009,0.10909090909090907,0.1233333333333333,0.23333333333333325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.4,0.3,0.3,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.09095613179869312
579,2,A2CLGYPCKVH59J,CR_Conf,1 hour,0.8,,0.3,,,,,,,1,19,0.3,0.15333333333333338,0.006888888888888891,0.0,0.06000000000000001,0.030000000000000027,0.1891891891891892,0.22333333333333336,0.21111111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5
580,3,A2D3K70E5IO34V,CR_Conf,1000 hours,0.8,,0.4,,,,,,,0,19,0.8,2.1877020202020203,0.3185555555555556,-0.7000000000000001,0.55,0.52,0.08536585365853659,0.22333333333333336,0.06666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.6,0.7,0.6,0.8,0.7,0.7,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1775149162769437
581,4,A2D6VL5XE0O4D3,CR_Conf,There is no way to know without additional information,0.3,,0.5,,,,,,,0,19,0.4,0.28904761904761905,0.015555555555555559,-0.2,0.1,0.029999999999999968,0.043478260869565216,-0.2766666666666667,-0.4333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.1,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.13134133814989368
582,5,A2DC9KLE5M9G1A,CR_Conf,1 hour,0.8,,0.6,,,,,,,1,19,0.3,0.3933333333333333,0.02355555555555556,0.0,0.12000000000000002,0.030000000000000027,0.1891891891891892,0.22333333333333336,0.21111111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2371416959383396
583,6,A2DDOEOO1D99X4,CR_Conf,1000 hours,0.6,,0.2,,,,,,,0,19,0.2,0.29904761904761906,0.017555555555555557,-0.1,0.12,-0.07999999999999996,0.17857142857142858,0.023333333333333317,-0.1333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.11228649680195198
584,7,A2DFSLUXNR2HDC,CR_Conf,Infinity,0.5,,0.2,,,,,,,0,19,0.2,0.1895238095238096,0.007222222222222224,0.0,0.06999999999999999,-0.10999999999999993,0.14285714285714288,-0.07666666666666666,0.03333333333333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.10344493005174886
585,8,A2DFXQ3QVQ9ELH,CR_Conf,1 hour,0.3,,0.4,,,,,,,1,19,0.2,0.2490476190476191,0.010555555555555558,0.09999999999999998,0.09,-0.06999999999999995,0.07142857142857144,-0.2766666666666667,-0.2888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.24695839464368616
586,9,A1Y4C2TYJFRF1G,CR_Conf,There is no way to know without additional information,0.5,,0.3,,,,,,,0,19,0.9,1.6910324675324675,0.2602222222222222,-0.7,0.4400000000000001,0.53,0.04395604395604396,-0.07666666666666666,-0.2333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.3,0.5,0.4,0.6,0.7,0.8,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1764036006644968
587,10,A1Y6YA93AFCHPY,CR_Conf,1000 hours,0.8,,0.5,,,,,,,0,19,0.5,0.3842857142857143,0.032888888888888884,-0.4,0.14,0.22000000000000006,0.12727272727272726,0.22333333333333336,0.06666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1158139943184003
588,11,A1Y9395AXC1FS0,CR_Conf,There is no way to know without additional information,1.0,,0.2,,,,,,,0,19,0.8,1.0361369770580298,0.1218888888888889,-0.6000000000000001,0.29,0.43,0.10975609756097562,0.4233333333333333,0.2666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.4,0.1,0.4,0.5,0.6,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.15893638334925111
589,12,A2DH6KE258SZBH,CR_Conf,Infinity,0.4,,0.2,,,,,,,0,19,0.3,0.14000000000000007,0.004888888888888889,-0.09999999999999998,0.06,-0.009999999999999952,0.08108108108108109,-0.17666666666666664,-0.06666666666666671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.11568698501772612
590,13,A2DNCU1H95HCBS,CR_Conf,1 hour,1.0,,0.5,,,,,,,1,19,0.8,1.2260281385281386,0.14522222222222222,-0.5,0.33,0.53,0.10975609756097562,0.4233333333333333,0.4111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.4,0.5,0.8,0.6,0.7,0.2,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2238591615605842
591,14,A2DNLHS1RSTF5R,CR_Conf,1000 seconds,0.4,,0.2,,,,,,,0,19,0.1,0.2723809523809524,0.01255555555555556,-0.03333333333333334,0.09000000000000001,-0.06666666666666662,0.15789473684210525,-0.17666666666666664,-0.04999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.08160477246976029
592,15,A2541C8MY0BYV3,CR_Conf,1 hour,0.4,,0.5,,,,,,,1,19,0.3,0.3928571428571429,0.026888888888888896,0.0,0.12,0.030000000000000027,0.08108108108108109,-0.17666666666666664,-0.18888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.4,0.1,0.3,0.1,0.1,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2253803157021846
593,16,A258MR1IS96JEP,CR_Conf,1 second,0.1,,0.1,,,,,,,0,19,0.1,0.20333333333333334,0.00888888888888889,-0.06666666666666668,0.07999999999999999,-0.026666666666666672,0.0,-0.4766666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.05454162661192781
594,17,A25CFVQND4A0EV,CR_Conf,1 hour,0.1,,0.2,,,,,,,1,19,0.2,0.3252380952380953,0.01488888888888889,0.09999999999999998,0.1,-0.06999999999999995,0.0,-0.4766666666666667,-0.4888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2096589128953398
595,18,A2DVCDDVI697QR,CR_Conf,1 hour,0.1,,0.1,,,,,,,1,19,0.1,0.3261904761904762,0.01588888888888889,0.2,0.11,-0.16999999999999996,0.0,-0.4766666666666667,-0.4888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.22954112270535815
596,19,A2E1GWCDFUAZA3,CR_Conf,There is no way to know without additional information,0.8,,0.3,,,,,,,0,19,0.1,0.20333333333333334,0.00888888888888889,0.1,0.07999999999999999,-0.27,0.3684210526315789,0.22333333333333336,0.06666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.09390038399282495
597,20,A2E2O8EBNS694H,CR_Conf,There is no way to know without additional information,1.0,,0.3,,,,,,,0,19,0.4,0.3028571428571429,0.019222222222222227,-0.2,0.11,0.029999999999999968,0.1956521739130435,0.4233333333333333,0.2666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.3,0.4,0.1,0.2,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.149844722279562
598,21,A2EB254ETVD4KF,CR_Conf,1000 minutes,0.9,,0.3,,,,,,,0,19,0.7,0.7626334776334777,0.09055555555555556,-0.6666666666666666,0.23000000000000004,0.4799999999999999,0.10958904109589042,0.32333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.7,0.5,0.4,0.2,0.2,0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.14218238254046048
599,22,A2EDI66B0KTBEH,CR_Conf,Infinity,0.2,,0.1,,,,,,,0,19,0.2,0.17,0.006888888888888889,0.0,0.06,-0.10999999999999993,0.03571428571428572,-0.37666666666666665,-0.2666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1085949876147957
600,23,A2EE1ES8TUMNCM,CR_Conf,Infinity,0.8,,0.2,,,,,,,0,19,0.9,0.40939393939393937,0.05688888888888888,-0.7,0.14,0.5900000000000001,0.07692307692307693,0.22333333333333336,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.11192632559309133
601,24,A2EED3HLTA96CP,CR_Conf,Infinity,0.2,,0.1,,,,,,,0,19,0.7,0.5941269841269842,0.07288888888888889,-0.5,0.2,0.39,0.013698630136986302,-0.37666666666666665,-0.2666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1743819213002994
602,25,A2EHH2ZFIRF1BF,CR_Conf,1 hour,1.0,,0.2,,,,,,,1,19,0.5,0.2678571428571429,0.013888888888888892,-0.2,0.09,0.23000000000000004,0.16363636363636366,0.4233333333333333,0.4111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.2,0.2,0.5,0.1,0.1,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.42082405226865005
603,26,A2EI075XZT9Y2S,CR_Conf,1000000 hours,0.1,,0.2,,,,,,,0,19,0.2,0.2852380952380953,0.012888888888888887,-0.16666666666666669,0.1,-0.00999999999999998,0.0,-0.4766666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0607679828525212
604,27,A2EOOF9D135HQ1,CR_Conf,1 hour,0.8,,0.5,,,,,,,1,19,0.4,0.46,0.0368888888888889,-0.10000000000000003,0.15999999999999998,0.13000000000000006,0.15217391304347827,0.22333333333333336,0.21111111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.4,0.5,0.3,0.1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.29699722657595634
605,28,A2EUJY669L0PEH,CR_Conf,2000 hours,0.6,,0.5,,,,,,,0,19,0.8,1.6951261679496972,0.2572222222222222,-0.7666666666666667,0.45,0.56,0.060975609756097573,0.023333333333333317,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.5,0.5,0.4,0.5,0.7,0.8,0.2,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1652293120611084
606,29,A2EXM21XS6NZV5,CR_Conf,There is no way to know without additional information,0.8,,0.3,,,,,,,0,19,0.3,0.2823809523809524,0.013555555555555559,-0.09999999999999998,0.1,-0.07000000000000006,0.1891891891891892,0.22333333333333336,0.06666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.13963675397999722
607,30,A2EZNZ6X58RTNR,CR_Conf,1000 hours,0.1,,0.2,,,,,,,0,20,0.3,0.3940336134453782,0.018444444444444447,-0.16666666666666666,0.12,0.043333333333333335,0.0,-0.3966666666666667,-0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.11701767678467796
608,31,A2F0A4FIVT9M3O,CR_Conf,Infinity,0.4,,0.1,,,,,,,0,20,0.9,1.6339192572133747,0.23311111111111116,-0.6666666666666667,0.42,0.6133333333333335,0.03296703296703297,-0.09666666666666668,-0.08571428571428569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.15792379150452274
609,32,A2F3HRVAQOSIVQ,CR_Conf,There is no way to know without additional information,0.5,,0.6,,,,,,,0,20,0.2,0.2686489980607628,0.010111111111111109,-0.06666666666666668,0.09,-0.10333333333333328,0.14285714285714288,0.0033333333333332997,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.052498565666792715
