,Answer,Problem,group_number,Class,SD,AvgPSAR,AvgPSS,AvgPSNS,PSDAR,PSDS,PSDNS,AvgCS,AvgB,AvgPS,AvgConf,AvgDiff,cluster,pred,probas
130,1 hour,CR_Conf,19,1,0.1,0.3333333333333333,0.6666666666666666,0.2962962962962963,-0.2333333333333333,-0.5666666666666667,-0.19629629629629627,0.6257011909185822,0.05911111111111113,0.8000000000000002,0.6333333333333334,,0,0,0.2204842142865771
131,1000 hours,CR_Conf,19,0,0.16666666666666666,0.3033333333333333,0.34,0.29600000000000004,-0.1366666666666667,-0.17333333333333334,-0.12933333333333338,1.0219879284351712,0.12455555555555554,0.36,0.56,,0,0,0.24402800515106934
132,2000 hours,CR_Conf,19,0,0.0,0.29,0.0,0.29,-0.29,0.0,-0.29,0.0,0.0,0.0,0.0,,0,0,0.011357248240493084
133,1000000 hours,CR_Conf,19,0,0.03333333333333333,0.29666666666666663,0.1,0.3034482758620689,-0.2633333333333333,-0.06666666666666668,-0.2701149425287356,0.2273809523809524,0.007222222222222224,0.1,0.3,,0,0,0.046127472212824205
134,Infinity,CR_Conf,19,0,0.13333333333333333,0.3533333333333333,0.5,0.3307692307692307,-0.21999999999999995,-0.3666666666666667,-0.19743589743589735,0.7109507904376325,0.06922222222222223,0.375,0.55,,0,0,0.326320310832373
135,There is no way to know without additional information,CR_Conf,19,0,0.3333333333333333,0.31999999999999995,0.33,0.3150000000000001,0.013333333333333364,0.0033333333333332997,0.018333333333333257,0.4616084314947015,0.037822222222222215,0.24,0.51,,0,0,0.25707460293634465
136,1 second,CR_Conf,20,0,0.0,0.16333333333333327,0.0,0.16333333333333327,-0.16333333333333327,0.0,-0.16333333333333327,0.0,0.0,0.0,0.0,,0,0,0.009874479179054384
137,1000 seconds,CR_Conf,20,0,0.0,0.19666666666666666,0.0,0.19666666666666666,-0.19666666666666666,0.0,-0.19666666666666666,0.0,0.0,0.0,0.0,,0,0,0.009180945745915773
138,1 minute,CR_Conf,20,0,0.0,0.2333333333333333,0.0,0.2333333333333333,-0.2333333333333333,0.0,-0.2333333333333333,0.0,0.0,0.0,0.0,,0,0,0.008493014345068862
139,1000 minutes,CR_Conf,20,0,0.2,0.2833333333333333,0.6,0.2041666666666667,-0.08333333333333331,-0.4,-0.00416666666666668,1.2611631580251614,0.16133333333333333,0.4833333333333333,0.5333333333333333,,0,0,0.2724964047064254
140,1 hour,CR_Conf,20,1,0.06666666666666668,0.29,0.6000000000000001,0.26785714285714285,-0.22333333333333333,-0.5333333333333334,-0.2011904761904762,0.6180393290919608,0.05394444444444445,0.25,0.55,,0,0,0.09027377429360786
141,1000 hours,CR_Conf,20,0,0.1,0.3066666666666667,0.4333333333333334,0.2925925925925926,-0.2066666666666667,-0.33333333333333337,-0.19259259259259265,0.7969064598476363,0.08722222222222221,0.5,0.6000000000000001,,0,0,0.15385546696257632
142,2000 hours,CR_Conf,20,0,0.0,0.27,0.0,0.27,-0.27,0.0,-0.27,0.0,0.0,0.0,0.0,,0,0,0.007881539143643751
143,1000000 hours,CR_Conf,20,0,0.06666666666666668,0.2633333333333333,0.6,0.2392857142857143,-0.19666666666666666,-0.5333333333333333,-0.17261904761904762,0.7144652020695578,0.07327777777777779,0.2,0.4,,0,0,0.03314621357338868
144,Infinity,CR_Conf,20,0,0.2333333333333333,0.3433333333333332,0.3285714285714286,0.34782608695652184,-0.10999999999999982,-0.09523809523809527,-0.1144927536231885,0.5910434990370861,0.04673015873015874,0.4285714285714285,0.8428571428571429,,0,0,0.2978550373237067
145,There is no way to know without additional information,CR_Conf,20,0,0.3333333333333333,0.43,0.61,0.34,-0.09666666666666668,-0.2766666666666667,-0.006666666666666654,0.6403392821493135,0.06841111111111113,0.39,0.5599999999999999,,0,0,0.34587503570525013
146,1 second,CR_Conf,21,0,0.0,0.19333333333333327,0.0,0.19333333333333327,-0.19333333333333327,0.0,-0.19333333333333327,0.0,0.0,0.0,0.0,,0,0,0.009630115901016367
147,1000 seconds,CR_Conf,21,0,0.0,0.2399999999999999,0.0,0.2399999999999999,-0.2399999999999999,0.0,-0.2399999999999999,0.0,0.0,0.0,0.0,,0,0,0.008668175038775336
148,1 minute,CR_Conf,21,0,0.06666666666666668,0.24666666666666665,0.8,0.2071428571428571,-0.17999999999999994,-0.7333333333333334,-0.14047619047619042,1.8809242026418307,0.2836666666666666,0.4,0.8500000000000001,,0,0,0.05757090395893977
149,1000 minutes,CR_Conf,21,0,0.1,0.3066666666666666,0.5333333333333333,0.28148148148148144,-0.20666666666666655,-0.43333333333333335,-0.18148148148148144,1.0354557062057224,0.14300000000000002,0.3666666666666667,0.6,,0,0,0.14104467189147446
150,1 hour,CR_Conf,21,1,0.26666666666666666,0.37,0.55,0.3045454545454545,-0.10333333333333328,-0.2833333333333334,-0.03787878787878785,0.7321834492931591,0.07379166666666667,0.55,0.6625000000000001,,0,0,0.32063463737278874
151,1000 hours,CR_Conf,21,0,0.26666666666666666,0.3,0.275,0.30909090909090897,-0.033333333333333326,-0.00833333333333336,-0.04242424242424237,0.4198430093742655,0.035666666666666666,0.2625,0.35,,0,0,0.14669819436704393
152,2000 hours,CR_Conf,21,0,0.03333333333333333,0.23,0.6,0.2172413793103448,-0.19666666666666666,-0.5666666666666667,-0.1839080459770115,2.5227811662022193,0.4046666666666667,0.4,0.8,,0,0,0.0524920176384845
153,1000000 hours,CR_Conf,21,0,0.0,0.28,0.0,0.28,-0.28,0.0,-0.28,0.0,0.0,0.0,0.0,,0,0,0.008364785519311859
154,Infinity,CR_Conf,21,0,0.13333333333333333,0.31999999999999995,0.4,0.3076923076923077,-0.18666666666666665,-0.2666666666666666,-0.17435897435897438,0.5830513113720308,0.052833333333333336,0.25,0.35,,0,0,0.05799692093348282
155,There is no way to know without additional information,CR_Conf,21,0,0.13333333333333333,0.33,0.375,0.3230769230769231,-0.19666666666666668,-0.2416666666666667,-0.18974358974358976,0.4644916847858025,0.03558333333333333,0.425,0.575,,0,0,0.14499169605177628
156,1 second,CR_Conf,22,0,0.0,0.15999999999999998,0.0,0.15999999999999998,-0.15999999999999998,0.0,-0.15999999999999998,0.0,0.0,0.0,0.0,,0,0,0.010539876806826453
157,1000 seconds,CR_Conf,22,0,0.03333333333333333,0.15999999999999995,0.2,0.15862068965517234,-0.12666666666666662,-0.16666666666666669,-0.12528735632183902,0.3064285714285715,0.014333333333333337,0.2,0.2,,0,0,0.01987624831136812
158,1 minute,CR_Conf,22,0,0.03333333333333333,0.15999999999999998,0.3,0.1551724137931034,-0.12666666666666665,-0.26666666666666666,-0.12183908045977007,1.0218830163644406,0.104,0.3,0.5,,0,0,0.06904154300913765
159,1000 minutes,CR_Conf,22,0,0.06666666666666668,0.2233333333333333,0.35,0.21428571428571425,-0.15666666666666662,-0.2833333333333333,-0.1476190476190476,1.1607385362814555,0.1425,0.3,0.4,,0,0,0.06161583002131467
160,1 hour,CR_Conf,22,1,0.16666666666666666,0.3066666666666666,0.54,0.26,-0.13999999999999993,-0.3733333333333334,-0.09333333333333337,0.8841156002359162,0.12433333333333335,0.72,0.72,,0,0,0.18973598892449767
161,1000 hours,CR_Conf,22,0,0.06666666666666668,0.31999999999999995,0.45,0.3107142857142856,-0.2533333333333333,-0.3833333333333333,-0.24404761904761896,1.1002452029893606,0.13383333333333333,0.4,0.45,,0,0,0.07753405440232644
162,2000 hours,CR_Conf,22,0,0.13333333333333333,0.31,0.35000000000000003,0.3038461538461538,-0.17666666666666667,-0.2166666666666667,-0.1705128205128205,0.5932316678388894,0.07166666666666667,0.2,0.35,,0,0,0.05743970113431011
163,1000000 hours,CR_Conf,22,0,0.03333333333333333,0.2899999999999999,0.3,0.2896551724137931,-0.2566666666666666,-0.26666666666666666,-0.2563218390804597,0.26487854251012155,0.014666666666666666,0.2,0.1,,0,0,0.018908146086090045
164,Infinity,CR_Conf,22,0,0.2333333333333333,0.36666666666666653,0.42857142857142855,0.3478260869565217,-0.1333333333333333,-0.1952380952380952,-0.11449275362318835,0.515910483690529,0.0620952380952381,0.31428571428571433,0.5,,0,0,0.08533468709389742
165,There is no way to know without additional information,CR_Conf,22,0,0.2333333333333333,0.4166666666666667,0.4571428571428572,0.40434782608695663,-0.18333333333333332,-0.22380952380952385,-0.1710144927536233,0.3186272458334492,0.029809523809523807,0.3571428571428572,0.4857142857142858,,0,0,0.07568530244360294
166,1 second,CR_Conf,23,0,0.0,0.19999999999999996,0.0,0.19999999999999996,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,,0,0,0.009277117035406445
167,1000 seconds,CR_Conf,23,0,0.06666666666666668,0.1966666666666666,0.6000000000000001,0.1678571428571428,-0.12999999999999995,-0.5333333333333334,-0.10119047619047612,1.7538986164483876,0.24527777777777776,0.7,0.95,,0,0,0.06632490578158337
168,1 minute,CR_Conf,23,0,0.1,0.2333333333333333,0.6,0.19259259259259254,-0.13333333333333328,-0.5,-0.09259259259259256,1.2765263741259163,0.15933333333333335,0.5333333333333333,0.7666666666666666,,0,0,0.11984084561468059
169,1000 minutes,CR_Conf,23,0,0.03333333333333333,0.2566666666666666,0.3,0.2551724137931034,-0.22333333333333327,-0.26666666666666666,-0.22183908045977008,0.4241989589358011,0.03211111111111111,0.3,0.5,,0,0,0.09108177705288675
170,1 hour,CR_Conf,23,1,0.16666666666666666,0.3133333333333333,0.5,0.276,-0.14666666666666664,-0.33333333333333337,-0.10933333333333332,0.30747527472527475,0.028711111111111118,0.56,0.6799999999999999,,0,0,0.08936902182788212
171,1000 hours,CR_Conf,23,0,0.13333333333333333,0.26666666666666666,0.275,0.2653846153846154,-0.13333333333333333,-0.1416666666666667,-0.13205128205128205,0.5571575025851343,0.049777777777777775,0.2,0.45,,0,0,0.08480689651353483
172,2000 hours,CR_Conf,23,0,0.03333333333333333,0.21999999999999995,0.5,0.21034482758620685,-0.18666666666666665,-0.4666666666666667,-0.17701149425287352,0.4133771929824562,0.03244444444444445,0.2,0.4,,0,0,0.05021826812907206
173,1000000 hours,CR_Conf,23,0,0.03333333333333333,0.21333333333333326,0.3,0.2103448275862068,-0.17999999999999994,-0.26666666666666666,-0.1770114942528735,0.31401098901098906,0.017777777777777778,0.3,0.2,,0,0,0.016093907964562136
174,Infinity,CR_Conf,23,0,0.3333333333333333,0.32,0.5399999999999999,0.21,0.013333333333333308,-0.2066666666666666,0.1233333333333333,0.5048728354554841,0.05507777777777778,0.47,0.5700000000000001,,0,0,0.3707812860141634
175,There is no way to know without additional information,CR_Conf,23,0,0.1,0.2733333333333333,0.26666666666666666,0.2740740740740741,-0.1733333333333333,-0.16666666666666666,-0.17407407407407408,0.25349650349650354,0.015222222222222226,0.30000000000000004,0.3666666666666667,,0,0,0.035902986046039184
176,1 second,CR_Conf,24,0,0.0,0.15333333333333332,0.0,0.15333333333333332,-0.15333333333333332,0.0,-0.15333333333333332,0.0,0.0,0.0,0.0,,0,0,0.010346184676083796
177,1000 seconds,CR_Conf,24,0,0.0,0.18333333333333326,0.0,0.18333333333333326,-0.18333333333333326,0.0,-0.18333333333333326,0.0,0.0,0.0,0.0,,0,0,0.009697796774081958
178,1 minute,CR_Conf,24,0,0.03333333333333333,0.2233333333333333,0.8,0.20344827586206896,-0.19,-0.7666666666666667,-0.17011494252873566,1.2657003082169325,0.1416666666666667,0.2,0.7,,0,0,0.06865624117132957
179,1000 minutes,CR_Conf,24,0,0.06666666666666668,0.23999999999999996,0.6499999999999999,0.2107142857142857,-0.17333333333333328,-0.5833333333333333,-0.14404761904761906,1.2997233020602583,0.15616666666666668,0.4,0.5,,0,0,0.06277176536286769
180,1 hour,CR_Conf,24,1,0.26666666666666666,0.30666666666666664,0.4500000000000001,0.2545454545454545,-0.03999999999999998,-0.1833333333333334,0.012121212121212144,0.6892680648275741,0.06712500000000003,0.275,0.45,,0,0,0.3009485958157056
181,1000 hours,CR_Conf,24,0,0.06666666666666668,0.28,0.35,0.275,-0.21333333333333335,-0.2833333333333333,-0.2083333333333333,0.615058960647196,0.04016666666666667,0.35,0.6000000000000001,,0,0,0.3111523770309644
182,2000 hours,CR_Conf,24,0,0.03333333333333333,0.21999999999999995,0.3,0.2172413793103448,-0.18666666666666665,-0.26666666666666666,-0.18390804597701144,0.4518181818181819,0.02333333333333333,0.2,0.4,,0,0,0.05873092891654882
183,1000000 hours,CR_Conf,24,0,0.0,0.21999999999999992,0.0,0.21999999999999992,-0.21999999999999992,0.0,-0.21999999999999992,0.0,0.0,0.0,0.0,,0,0,0.0090006666102566
184,Infinity,CR_Conf,24,0,0.2,0.28666666666666657,0.4166666666666667,0.25416666666666665,-0.08666666666666656,-0.21666666666666667,-0.05416666666666664,0.7286691350484986,0.07261111111111111,0.23333333333333334,0.31666666666666665,,0,0,0.09717685773546095
185,There is no way to know without additional information,CR_Conf,24,0,0.3333333333333333,0.30999999999999994,0.22000000000000006,0.3549999999999999,0.023333333333333373,0.11333333333333327,-0.02166666666666656,0.4371948866407072,0.03013333333333333,0.3,0.6199999999999999,,0,0,0.24853162060001527
186,1 second,CR_Conf,25,0,0.0,0.23,0.0,0.23,-0.23,0.0,-0.23,0.0,0.0,0.0,0.0,,0,0,0.008772139427789611
187,1000 seconds,CR_Conf,25,0,0.03333333333333333,0.25666666666666665,0.9,0.23448275862068965,-0.22333333333333333,-0.8666666666666667,-0.20114942528735635,2.933243129135713,0.5248888888888891,0.6,1.0,,0,0,0.055027890889875655
188,1 minute,CR_Conf,25,0,0.1,0.32,0.6666666666666666,0.2814814814814815,-0.22,-0.5666666666666667,-0.1814814814814815,1.4965808703925632,0.2228888888888889,0.3,0.4666666666666666,,0,0,0.23881668685529042
189,1000 minutes,CR_Conf,25,0,0.1,0.3633333333333334,0.43333333333333335,0.3555555555555556,-0.2633333333333334,-0.33333333333333337,-0.25555555555555554,1.207465607110916,0.14400000000000002,0.4333333333333333,0.7000000000000001,,0,0,0.14628339266862941
190,1 hour,CR_Conf,25,1,0.2333333333333333,0.4033333333333333,0.6142857142857142,0.33913043478260874,-0.16999999999999993,-0.3809523809523809,-0.1057971014492754,1.1087534844512976,0.14731746031746032,0.3857142857142857,0.6428571428571429,,0,0,0.195894346188849
191,1000 hours,CR_Conf,25,0,0.03333333333333333,0.3933333333333333,0.4,0.393103448275862,-0.36,-0.3666666666666667,-0.3597701149425287,0.44353729603729614,0.02755555555555556,0.3,0.2,,0,0,0.021417291576228674
192,2000 hours,CR_Conf,25,0,0.06666666666666668,0.37666666666666654,0.5,0.3678571428571428,-0.3099999999999999,-0.43333333333333335,-0.3011904761904761,0.9058744927243378,0.10488888888888888,0.6000000000000001,0.8,,0,0,0.12853355190850904
193,1000000 hours,CR_Conf,25,0,0.0,0.30666666666666664,0.0,0.30666666666666664,-0.30666666666666664,0.0,-0.30666666666666664,0.0,0.0,0.0,0.0,,0,0,0.007627247824239352
194,Infinity,CR_Conf,25,0,0.2333333333333333,0.4733333333333333,0.6285714285714284,0.4260869565217392,-0.24,-0.3952380952380951,-0.1927536231884059,0.4873620582219894,0.05241269841269841,0.3,0.5857142857142856,,0,0,0.1174943667024908
195,There is no way to know without additional information,CR_Conf,25,0,0.2,0.39666666666666667,0.43333333333333335,0.3875,-0.19666666666666666,-0.2333333333333333,-0.1875,0.8783232555484879,0.12061111111111113,0.2333333333333334,0.6833333333333332,,0,0,0.1553747616270777
196,1 second,CR_Conf,26,0,0.0,0.14999999999999994,0.0,0.14999999999999994,-0.14999999999999994,0.0,-0.14999999999999994,0.0,0.0,0.0,0.0,,0,0,0.010478784681401261
197,1000 seconds,CR_Conf,26,0,0.0,0.1733333333333333,0.0,0.1733333333333333,-0.1733333333333333,0.0,-0.1733333333333333,0.0,0.0,0.0,0.0,,0,0,0.009971513261828682
198,1 minute,CR_Conf,26,0,0.06666666666666668,0.23666666666666664,0.75,0.2,-0.16999999999999998,-0.6833333333333333,-0.1333333333333333,1.3844808300014253,0.16638888888888892,0.6000000000000001,0.55,,0,0,0.0647354347953335
199,1000 minutes,CR_Conf,26,0,0.03333333333333333,0.2066666666666667,0.2,0.206896551724138,-0.17333333333333334,-0.16666666666666669,-0.17356321839080466,0.8006368631368633,0.08155555555555556,0.4,0.5,,0,0,0.0947934312278836
200,1 hour,CR_Conf,26,1,0.2,0.2333333333333333,0.3166666666666667,0.2125,-0.033333333333333326,-0.1166666666666667,-0.012499999999999985,0.6625739278642505,0.07833333333333335,0.4000000000000001,0.6333333333333333,,0,0,0.21816446445362875
201,1000 hours,CR_Conf,26,0,0.2,0.27,0.3833333333333333,0.2416666666666667,-0.06999999999999995,-0.1833333333333333,-0.041666666666666664,0.7100341172515087,0.0851111111111111,0.3166666666666667,0.6,,0,0,0.3062665175213337
202,2000 hours,CR_Conf,26,0,0.03333333333333333,0.23666666666666664,0.3,0.23448275862068965,-0.20333333333333334,-0.26666666666666666,-0.20114942528735635,0.3785714285714286,0.019222222222222224,0.4,0.8,,0,0,0.04460497316982774
203,1000000 hours,CR_Conf,26,0,0.03333333333333333,0.2533333333333333,0.1,0.2586206896551724,-0.22,-0.06666666666666668,-0.22528735632183905,0.23904761904761904,0.009555555555555557,0.2,0.9,,0,0,0.055426838346127535
204,Infinity,CR_Conf,26,0,0.13333333333333333,0.33,0.4,0.3192307692307692,-0.19666666666666666,-0.2666666666666667,-0.18589743589743588,0.4479064247156353,0.04172222222222223,0.325,0.45,,0,0,0.12436762795412215
205,There is no way to know without additional information,CR_Conf,26,0,0.3,0.3299999999999999,0.4111111111111111,0.2952380952380952,-0.02999999999999992,-0.1111111111111111,0.0047619047619048005,0.4468664741977436,0.03933333333333334,0.3333333333333333,0.6,,0,0,0.2612128124491724
206,1 second,CR_Conf,27,0,0.0,0.13000000000000006,0.0,0.13000000000000006,-0.13000000000000006,0.0,-0.13000000000000006,0.0,0.0,0.0,0.0,,0,0,0.011054944904258847
207,1000 seconds,CR_Conf,27,0,0.03333333333333333,0.17333333333333328,0.3,0.16896551724137926,-0.13999999999999996,-0.26666666666666666,-0.13563218390804593,0.5369264069264069,0.0318888888888889,0.4,0.5,,0,0,0.027065980843228338
208,1 minute,CR_Conf,27,0,0.03333333333333333,0.23,0.8,0.21034482758620687,-0.19666666666666666,-0.7666666666666667,-0.17701149425287355,2.184138248847926,0.3775555555555556,0.2,1.0,,0,0,0.0611485216623173
209,1000 minutes,CR_Conf,27,0,0.03333333333333333,0.28666666666666674,0.1,0.29310344827586204,-0.2533333333333334,-0.06666666666666668,-0.2597701149425287,0.1460439560439561,0.004222222222222223,0.2,0.7,,0,0,0.07533304719682897
210,1 hour,CR_Conf,27,1,0.13333333333333333,0.3466666666666667,0.7,0.2923076923076923,-0.21333333333333332,-0.5666666666666667,-0.15897435897435894,0.9773327581860864,0.11547222222222225,0.575,0.7,,0,0,0.34163935720250144
211,1000 hours,CR_Conf,27,0,0.2333333333333333,0.35666666666666663,0.3857142857142857,0.3478260869565217,-0.1233333333333333,-0.1523809523809524,-0.1144927536231884,0.5592655344450433,0.05103174603174604,0.3714285714285714,0.5,,0,0,0.12317805498487185
212,2000 hours,CR_Conf,27,0,0.03333333333333333,0.2766666666666667,0.2,0.2793103448275862,-0.2433333333333333,-0.16666666666666669,-0.2459770114942529,0.3034465534465535,0.013222222222222224,0.2,0.7,,0,0,0.09110737714544473
213,1000000 hours,CR_Conf,27,0,0.03333333333333333,0.2766666666666666,0.6,0.2655172413793104,-0.2433333333333333,-0.5666666666666667,-0.23218390804597705,1.8860456794667317,0.2508888888888889,0.5,1.0,,0,0,0.07734798998285708
214,Infinity,CR_Conf,27,0,0.2,0.38666666666666666,0.3833333333333333,0.3875,-0.18666666666666665,-0.1833333333333333,-0.1875,0.675773968893164,0.07744444444444445,0.3833333333333333,0.7000000000000001,,0,0,0.16554086693110626
215,There is no way to know without additional information,CR_Conf,27,0,0.26666666666666666,0.33,0.45,0.2863636363636363,-0.0633333333333333,-0.18333333333333332,-0.019696969696969657,0.5031208947191845,0.049472222222222216,0.2375,0.575,,0,0,0.19826016724849374
216,1 second,CR_Conf,28,0,0.0,0.19666666666666666,0.0,0.19666666666666666,-0.19666666666666666,0.0,-0.19666666666666666,0.0,0.0,0.0,0.0,,0,0,0.009398030527535784
217,1000 seconds,CR_Conf,28,0,0.0,0.2333333333333333,0.0,0.2333333333333333,-0.2333333333333333,0.0,-0.2333333333333333,0.0,0.0,0.0,0.0,,0,0,0.00871158138751699
218,1 minute,CR_Conf,28,0,0.06666666666666668,0.29,0.35,0.2857142857142857,-0.22333333333333333,-0.2833333333333333,-0.21904761904761905,0.8767094017094016,0.10172222222222224,0.1,0.75,,0,0,0.12616407960149817
219,1000 minutes,CR_Conf,28,0,0.1,0.3133333333333333,0.6666666666666666,0.2740740740740741,-0.21333333333333332,-0.5666666666666667,-0.17407407407407408,2.2373028345608987,0.35544444444444445,0.5666666666666667,0.7666666666666666,,0,0,0.1421640447640778
220,1 hour,CR_Conf,28,1,0.2,0.3533333333333333,0.45,0.32916666666666666,-0.15333333333333327,-0.24999999999999994,-0.12916666666666665,0.9964507877743172,0.11761111111111112,0.4166666666666667,0.6333333333333333,,0,0,0.14573478025151648
221,1000 hours,CR_Conf,28,0,0.1,0.37666666666666665,0.6,0.35185185185185186,-0.2766666666666666,-0.5,-0.2518518518518519,1.663548649677682,0.2674444444444445,0.3666666666666667,0.7333333333333334,,0,0,0.09038162516394418
222,2000 hours,CR_Conf,28,0,0.1,0.33,0.5666666666666667,0.3037037037037037,-0.22999999999999995,-0.4666666666666667,-0.20370370370370372,1.1567054614423036,0.18066666666666667,0.43333333333333335,0.4666666666666666,,0,0,0.1502080596826549
223,1000000 hours,CR_Conf,28,0,0.0,0.3366666666666666,0.0,0.3366666666666666,-0.3366666666666666,0.0,-0.3366666666666666,0.0,0.0,0.0,0.0,,0,0,0.006965990148746158
224,Infinity,CR_Conf,28,0,0.3333333333333333,0.4133333333333332,0.43,0.405,-0.0799999999999999,-0.09666666666666668,-0.07166666666666666,0.4207073049670673,0.037088888888888887,0.45,0.73,,0,0,0.25614723775468995
225,There is no way to know without additional information,CR_Conf,28,0,0.1,0.42,0.4666666666666666,0.4148148148148149,-0.3200000000000001,-0.3666666666666666,-0.3148148148148149,0.3642735042735043,0.03211111111111112,0.4,0.6333333333333333,,0,0,0.044678236536201475
226,1 second,CR_Conf,29,0,0.03333333333333333,0.1366666666666667,1.0,0.10689655172413796,-0.10333333333333336,-0.9666666666666668,-0.07356321839080462,3.5248680884129633,0.7301111111111114,0.9,0.9,,0,0,0.05627907846656034
227,1000 seconds,CR_Conf,29,0,0.0,0.15666666666666665,0.0,0.15666666666666665,-0.15666666666666665,0.0,-0.15666666666666665,0.0,0.0,0.0,0.0,,0,0,0.009898341084429448
228,1 minute,CR_Conf,29,0,0.1,0.2233333333333333,0.6,0.18148148148148147,-0.1233333333333333,-0.5,-0.08148148148148146,0.596009546009546,0.05811111111111111,0.5,0.7333333333333334,,0,0,0.0873768227756708
229,1000 minutes,CR_Conf,29,0,0.1,0.24999999999999994,0.3,0.2444444444444444,-0.14999999999999994,-0.2,-0.1444444444444444,0.6906796536796538,0.09000000000000001,0.3,0.5,,0,0,0.12283907646350116
230,1 hour,CR_Conf,29,1,0.1,0.28,0.4666666666666666,0.25925925925925924,-0.17999999999999994,-0.3666666666666666,-0.15925925925925924,0.4771043771043771,0.05144444444444446,0.26666666666666666,0.4666666666666666,,0,0,0.0866570280670433
231,1000 hours,CR_Conf,29,0,0.1,0.3166666666666666,0.6,0.28518518518518515,-0.2166666666666666,-0.5,-0.18518518518518515,0.8115176518565267,0.09866666666666668,0.4666666666666667,0.4000000000000001,,0,0,0.12874635021196196
232,2000 hours,CR_Conf,29,0,0.03333333333333333,0.2766666666666666,0.2,0.2793103448275862,-0.2433333333333333,-0.16666666666666669,-0.2459770114942529,0.2804329004329005,0.016444444444444446,0.2,0.3,,0,0,0.05519058640664911
233,1000000 hours,CR_Conf,29,0,0.06666666666666668,0.2633333333333333,0.6000000000000001,0.2392857142857143,-0.19666666666666666,-0.5333333333333334,-0.17261904761904762,0.9712873529978794,0.1417777777777778,0.25,0.15000000000000002,,0,0,0.0195210262795524
234,Infinity,CR_Conf,29,0,0.26666666666666666,0.3666666666666665,0.425,0.34545454545454546,-0.09999999999999988,-0.15833333333333333,-0.0787878787878788,0.3962438829806709,0.037361111111111116,0.3875,0.4125,,0,0,0.08841146450527862
235,There is no way to know without additional information,CR_Conf,29,0,0.2,0.3633333333333333,0.26666666666666666,0.3875,-0.16333333333333327,-0.06666666666666665,-0.18749999999999994,0.1930318715101324,0.010500000000000002,0.2833333333333333,0.6999999999999998,,0,0,0.11976866056497584
236,1 second,CR_Conf,30,0,0.0,0.25999999999999995,0.0,0.25999999999999995,-0.25999999999999995,0.0,-0.25999999999999995,0.0,0.0,0.0,0.0,,0,0,0.010200195628102024
237,1000 seconds,CR_Conf,30,0,0.0,0.24999999999999994,0.0,0.24999999999999994,-0.24999999999999994,0.0,-0.24999999999999994,0.0,0.0,0.0,0.0,,0,0,0.009184403193794878
238,1 minute,CR_Conf,30,0,0.16666666666666666,0.25999999999999995,0.31999999999999995,0.248,-0.0933333333333333,-0.1533333333333333,-0.08133333333333331,0.8384819297223464,0.09711111111111112,0.24000000000000005,0.38,,0,0,0.08178465058135538
239,1000 minutes,CR_Conf,30,0,0.03333333333333333,0.26666666666666666,0.4,0.2620689655172413,-0.2333333333333333,-0.3666666666666667,-0.228735632183908,0.5460525748761045,0.036777777777777784,0.2,0.8,,0,0,0.062273977681010215
240,1 hour,CR_Conf,30,1,0.26666666666666666,0.3399999999999999,0.55,0.2636363636363636,-0.07333333333333325,-0.2833333333333334,0.00303030303030305,1.3421428283895225,0.2123611111111112,0.4875,0.5625,,0,0,0.45783251409491454
241,1000 hours,CR_Conf,30,0,0.13333333333333333,0.32333333333333325,0.4249999999999999,0.3076923076923077,-0.18999999999999992,-0.29166666666666663,-0.17435897435897438,0.6526869958629786,0.06794444444444445,0.45,0.325,,0,0,0.09459880983999408
242,2000 hours,CR_Conf,30,0,0.13333333333333333,0.28,0.3,0.2769230769230769,-0.14666666666666664,-0.16666666666666666,-0.14358974358974355,0.6796571818087837,0.08011111111111112,0.325,0.35,,0,0,0.11925972315909505
243,1000000 hours,CR_Conf,30,0,0.03333333333333333,0.32333333333333325,0.4,0.3206896551724137,-0.2899999999999999,-0.3666666666666667,-0.2873563218390804,0.3468228829993536,0.021444444444444447,0.5,0.8,,0,0,0.046752987223566675
244,Infinity,CR_Conf,30,0,0.1,0.3166666666666666,0.3333333333333333,0.3148148148148148,-0.2166666666666666,-0.2333333333333333,-0.2148148148148148,0.4026278296866533,0.02755555555555556,0.4666666666666666,0.6999999999999998,,0,0,0.20755895647283298
245,There is no way to know without additional information,CR_Conf,30,0,0.13333333333333333,0.3399999999999999,0.55,0.3076923076923077,-0.20666666666666655,-0.4166666666666667,-0.17435897435897438,0.3870642592701417,0.04027777777777778,0.325,0.8,,0,0,0.10320621388571775
246,1 second,CR_Conf,31,0,0.0,0.2333333333333333,0.0,0.2333333333333333,-0.2333333333333333,0.0,-0.2333333333333333,0.0,0.0,0.0,0.0,,0,0,0.009444190071301692
247,1000 seconds,CR_Conf,31,0,0.03333333333333333,0.28,0.4,0.2758620689655172,-0.24666666666666665,-0.3666666666666667,-0.24252873563218386,0.5730402930402931,0.043333333333333335,0.3,0.7,,0,0,0.09933433264658012
248,1 minute,CR_Conf,31,0,0.13333333333333333,0.28,0.7000000000000001,0.2153846153846154,-0.1466666666666667,-0.5666666666666668,-0.08205128205128208,1.4548599021821087,0.22491666666666674,0.5499999999999999,0.8250000000000001,,0,0,0.17086246686000253
